POCO,OPERADOR,ESTADO,BACIA,CAMPO,TERRA_MAR,CATEGORIA,SITUACAO,CONCLUSAO,TITULARIDADE
3-RJS-259-RJ,Perenco Brasil,RJ,Campos,VERMELHO,M,Extensão,ABANDONADO PERMANENTEMENTE,6/16/83 0:00,Público
3-RJS-271A-RJ,Perenco Brasil,RJ,Campos,VERMELHO,M,Extensão,ABANDONADO PERMANENTEMENTE,9/16/83 0:00,Público
3-VM-4-RJS,Perenco Brasil,RJ,Campos,VERMELHO,M,Extensão,ABANDONADO PERMANENTEMENTE,2/28/86 0:00,Público
4-RJS-209-RJ,Perenco Brasil,RJ,Campos,PARGO,M,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,3/26/82 0:00,Público
1-JD-2-RN,Potiguar E&P S.A.,RN,Potiguar,JANDUÍ,T,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,10/31/85 0:00,Público
1-LOG-1-RN,Potiguar E&P S.A.,RN,Potiguar,ACAUÃ,T,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/21/91 0:00,Público
1-LV-1-RN,Potiguar E&P S.A.,RN,Potiguar,LIVRAMENTO,T,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,6/13/83 0:00,Público
1-PX-1-RN,Potiguar E&P S.A.,RN,Potiguar,POÇO XAVIER,T,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/13/87 0:00,Público
1-SAB-1-RN,Potiguar E&P S.A.,RN,Potiguar,SABIÁ,T,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,7/28/97 0:00,Público
1-VRG-1D-RN,Potiguar E&P S.A.,RN,Potiguar,VARGINHA,T,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/1/97 0:00,Público
3-BR-2-RN,Potiguar E&P S.A.,RN,Potiguar,BREJINHO,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/24/87 0:00,Público
3-CAC-3-RN,Potiguar E&P S.A.,RN,Potiguar,CACHOEIRINHA,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,11/17/86 0:00,Público
3-FC-4-RN,Potiguar E&P S.A.,RN,Potiguar,FAZENDA CURRAL,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/7/89 0:00,Público
3-FMQ-3-RN,Potiguar E&P S.A.,RN,Potiguar,FAZENDA MALAQUIAS,T,Extensão,INJETANDO,2/15/90 0:00,Público
3-FMQ-27-RN,Potiguar E&P S.A.,RN,Potiguar,FAZENDA MALAQUIAS,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/9/99 0:00,Público
3-JD-6-RN,Potiguar E&P S.A.,RN,Potiguar,JANDUÍ,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/29/86 0:00,Público
3-LOR-3-RN,Potiguar E&P S.A.,RN,Potiguar,LORENA,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,10/7/85 0:00,Público
3-LV-3-RN,Potiguar E&P S.A.,RN,Potiguar,LIVRAMENTO,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,6/16/86 0:00,Público
3-PX-2-RN,Potiguar E&P S.A.,RN,Potiguar,POÇO XAVIER,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1/25/88 0:00,Público
3-RFQ-13D-RN,Potiguar E&P S.A.,RN,Potiguar,RIACHO DA FORQUILHA,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/18/94 0:00,Público
3-TM-3-RN,Potiguar E&P S.A.,RN,Potiguar,TRÊS MARIAS,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,5/15/87 0:00,Público
4-CAC-10-RN,Potiguar E&P S.A.,RN,Potiguar,CACHOEIRINHA,T,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,9/25/90 0:00,Público
3-BR-3-RN,Potiguar E&P S.A.,RN,Potiguar,BREJINHO,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,7/14/87 0:00,Público
3-FC-5-RN,Potiguar E&P S.A.,RN,Potiguar,FAZENDA CURRAL,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/19/89 0:00,Público
3-FMQ-4-RN,Potiguar E&P S.A.,RN,Potiguar,FAZENDA MALAQUIAS,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2/26/90 0:00,Público
3-JD-3-RN,Potiguar E&P S.A.,RN,Potiguar,JANDUÍ,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,8/11/86 0:00,Público
3-JD-7-RN,Potiguar E&P S.A.,RN,Potiguar,JANDUÍ,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/12/86 0:00,Público
3-LOR-4-RN,Potiguar E&P S.A.,RN,Potiguar,LORENA,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,7/27/85 0:00,Público
3-LV-4-RN,Potiguar E&P S.A.,RN,Potiguar,LIVRAMENTO,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,7/16/86 0:00,Público
3-PJ-2-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/1/95 0:00,Público
3-PX-3-RN,Potiguar E&P S.A.,RN,Potiguar,POÇO XAVIER,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,6/3/88 0:00,Público
3-PX-10-RN,Potiguar E&P S.A.,RN,Potiguar,POÇO XAVIER,T,Extensão,OPERANDO PARA CAPTAÇÃO DE ÁGUA,10/9/98 0:00,Público
3-RFQ-5-RN,Potiguar E&P S.A.,RN,Potiguar,RIACHO DA FORQUILHA,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/18/92 0:00,Público
3-UPN-7-RN,Potiguar E&P S.A.,RN,Potiguar,UPANEMA,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/3/85 0:00,Público
3-VR-3-RN,Potiguar E&P S.A.,RN,Potiguar,BREJINHO,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,9/22/94 0:00,Público
4-BE-6D-RN,Potiguar E&P S.A.,RN,Potiguar,BOA ESPERANÇA,T,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,3/10/98 0:00,Público
4-CAC-16-RN,Potiguar E&P S.A.,RN,Potiguar,CACHOEIRINHA,T,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,12/17/93 0:00,Público
4-PJ-4-RN,Potiguar E&P S.A.,RN,Potiguar,PAJEÚ,T,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1/26/96 0:00,Público
4-VR-4-RN,Potiguar E&P S.A.,RN,Potiguar,BREJINHO,T,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,9/2/94 0:00,Público
7-AC-1-RN,Potiguar E&P S.A.,RN,Potiguar,ACAUÃ,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1/20/09 0:00,Público
3-BRSA-243-CES,Petrobras,CE,Ceará,CURIMÃ,M,Extensão,ABANDONADO PERMANENTEMENTE,10/29/03 0:00,Público
4-CES-21-CE,Petrobras,CE,Ceará,XARÉU,M,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,3/11/78 0:00,Público
7-XA-27-CES,Petrobras,CE,Ceará,XARÉU,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,9/13/83 0:00,Público
7-XA-34HPA-CES,Petrobras,CE,Ceará,XARÉU,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,3/16/99 0:00,Público
3-CES-31A-CE,Petrobras,CE,Ceará,CURIMÃ,M,Extensão,ABANDONADO PERMANENTEMENTE,1/20/79 0:00,Público
9-MLS-56-RJS,Petrobras,RJ,Campos,MARLIM SUL,M,Especial,ABANDONADO PERMANENTEMENTE,12/5/01 0:00,Público
9-MLS-197-RJS,Petrobras,RJ,Campos,MARLIM SUL,M,Especial,ABANDONADO PERMANENTEMENTE,2/14/11 0:00,Público
8-AB-90-RJS,Petrobras,RJ,Campos,ALBACORA,M,Injeção,ABANDONADO PERMANENTEMENTE,3/5/07 0:00,Público
3-RJS-510A-RJ,Petrobras,RJ,Campos,ALBACORA LESTE,M,Extensão,ABANDONADO PERMANENTEMENTE,10/10/95 0:00,Público
9-AB-104D-RJS,Petrobras,RJ,Campos,ALBACORA,M,Especial,ABANDONADO PERMANENTEMENTE,11/6/08 0:00,Público
9-AB-98D-RJS,Petrobras,RJ,Campos,ALBACORA,M,Especial,ABANDONADO PERMANENTEMENTE,3/28/08 0:00,Público
9-MLS-148D-RJS,Petrobras,RJ,Campos,MARLIM SUL,M,Especial,ABANDONADO PERMANENTEMENTE,2/2/09 0:00,Público
4-BRSA-256-ESS,Petrobras,ES,Espírito Santo,GOLFINHO,M,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,1/25/04 0:00,Público
1-BRSA-33-ESS,Petrobras,ES,Campos,JUBARTE,M,Pioneiro,ABANDONADO PERMANENTEMENTE,2/19/01 0:00,Público
3-BRSA-1238-RJS,Petrobras,RJ,Campos,ALBACORA,M,Extensão,ABANDONADO PERMANENTEMENTE,10/18/14 0:00,Público
3-BRSA-476-RJS,Petrobras,RJ,Campos,ALBACORA,M,Extensão,ABANDONADO PERMANENTEMENTE,3/5/07 0:00,Público
4-BRSA-290D-RJS,Petrobras,RJ,Campos,ALBACORA,M,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,9/2/04 0:00,Público
9-AB-101D-RJS,Petrobras,RJ,Campos,ALBACORA,M,Especial,ABANDONADO PERMANENTEMENTE,10/17/08 0:00,Público
3-RNS-106-RN,SPE 3R Petroleum,RN,Potiguar,ARATUM,M,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,1/18/88 0:00,Público
9-VM-74PA-RJS,Perenco Brasil,RJ,Campos,VERMELHO,M,Especial,ABANDONADO PERMANENTEMENTE,8/18/97 0:00,Público
1-RJS-405A-RJ,Perenco Brasil,RJ,Campos,CARAPEBA,M,Pioneiro,ABANDONADO PERMANENTEMENTE,10/20/88 0:00,Público
1-RJS-480-RJ,Perenco Brasil,RJ,Campos,PARGO,M,Pioneiro,ABANDONADO PERMANENTEMENTE,12/24/98 0:00,Público
3-CRP-6-RJS,Perenco Brasil,RJ,Campos,CARAPEBA,M,Extensão,ABANDONADO PERMANENTEMENTE,7/22/85 0:00,Público
3-RJS-223-RJ,Perenco Brasil,RJ,Campos,CARAPEBA,M,Extensão,ABANDONADO PERMANENTEMENTE,8/17/82 0:00,Público
3-RJS-286-RJ,Perenco Brasil,RJ,Campos,VERMELHO,M,Extensão,ABANDONADO PERMANENTEMENTE,2/1/84 0:00,Público
7-FCN-23-ES,Petrobras,ES,Espírito Santo,FAZENDA CEDRO NORTE,T,Desenvolvimento,FECHADO,2/27/86 0:00,Público
9-OGX-26HP-RJS,Dommo Energia,RJ,Campos,TUBARÃO AZUL,M,Especial,ABANDONADO PERMANENTEMENTE,3/23/11 0:00,Público
1-RJS-508-RJS,Petrobras,RJ,Campos,ESPADARTE,M,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,11/15/95 0:00,Público
1-VITA-6-ES,Vipetro,ES,Espírito Santo,TUCANO,T,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,9/23/09 0:00,Público
7-FZB-38-CE,Petrobras,CE,Potiguar,FAZENDA BELÉM,T,Desenvolvimento,INJETANDO,8/27/81 0:00,Público
3-BRSA-893-RN,Potiguar E&P S.A.,RN,Potiguar,PATATIVA,T,Extensão,PRODUZINDO,3/19/11 0:00,Público
1-BRSA-12-RN,Phoenix Óleo & Gás,RN,Potiguar,PERIQUITO,T,Pioneiro,PRODUZINDO,10/14/00 0:00,Público
7-AP-71-RN,Petrobras,RN,Potiguar,CANTO DO AMARO,T,Desenvolvimento,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,6/2/89 0:00,Público
7-VR-14-RN,Potiguar E&P S.A.,RN,Potiguar,BREJINHO,T,Desenvolvimento,FECHADO,2/4/99 0:00,Público
7-ARG-232-RN,Petrobras,RN,Potiguar,ALTO DO RODRIGUES,T,Desenvolvimento,FECHADO,8/28/85 0:00,Público
7-CAM-1319-RN,Petrobras,RN,Potiguar,CANTO DO AMARO,T,Desenvolvimento,PRODUZINDO,7/30/09 0:00,Público
7-ARG-509-RN,Petrobras,RN,Potiguar,ALTO DO RODRIGUES,T,Desenvolvimento,INJETANDO,2/26/01 0:00,Público
3-BRSA-866-RN,Petrobras,RN,Potiguar,MONTE ALEGRE,T,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,9/27/10 0:00,Público
7-PTS-6-RN,Petrobras,RN,Potiguar,PINTASSILGO,T,Desenvolvimento,PRODUZINDO,7/22/08 0:00,Público
7-PG-9D-RJS,Perenco Brasil,RJ,Campos,PARGO,M,Desenvolvimento,FECHADO,12/15/85 0:00,Público
8-RBU-70D-BA,Petrobras,BA,Recôncavo,RIO DO BU,T,Injeção,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,9/10/92 0:00,Público
7-ANB-1D-AL,Petrobras,AL,Alagoas,ANAMBÉ,T,Desenvolvimento,PRODUZINDO,8/4/05 0:00,Público
3-BRSA-829DP-AL,Petrobras,AL,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,T,Extensão,FECHADO,6/27/10 0:00,Público
7-SZ-262-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,PRODUZINDO,11/23/84 0:00,Público
7-CRP-18D-RJS,Perenco Brasil,RJ,Campos,CARAPEBA,M,Desenvolvimento,FECHADO,2/18/86 0:00,Público
3-BRSA-972D-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Extensão,FECHADO,9/23/11 0:00,Público
7-AR-89-BA,Petrobras,BA,Recôncavo,ARAÇÁS,T,Desenvolvimento,FECHADO,3/4/70 0:00,Público
8-CL-85-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Injeção,PRODUZINDO,3/31/15 0:00,Público
7-CP-1490DA-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,9/12/03 0:00,Público
7-CP-88-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,INJETANDO,5/4/66 0:00,Público
8-FI-60-BA,Petrobras,BA,Recôncavo,FAZENDA IMBÉ,T,Injeção,FECHADO,9/26/83 0:00,Público
7-CP-1449DA-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,FECHADO,4/8/02 0:00,Público
7-MG-45-SE,Petrobras,SE,Sergipe,MATO GROSSO,T,Desenvolvimento,PRODUZINDO,4/15/06 0:00,Público
9-SZ-202-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,PRODUZINDO,3/6/81 0:00,Público
7-CNC-1-ES,Petrobras,ES,Espírito Santo,CANCÃ,T,Desenvolvimento,FECHADO,12/26/08 0:00,Público
7-MG-52-SE,Petrobras,SE,Sergipe,MATO GROSSO,T,Desenvolvimento,FECHADO,11/23/06 0:00,Público
7-MRL-63D-RJS,Petrobras,RJ,Campos,MARLIM,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,7/24/97 0:00,Público
7-BA-231-BA,Petrobras,BA,Recôncavo,BURACICA,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,8/7/83 0:00,Público
3-ELPS-7-PR,OP Energia,PR,Paraná,,T,Extensão,ABANDONADO PERMANENTEMENTE,7/17/01 0:00,Público
7-CP-169-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,5/5/67 0:00,Público
7-MRL-188H-RJS,Petrobras,RJ,Campos,MARLIM,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,8/13/07 0:00,Público
9-ESP-16D-RJS,Petrobras,RJ,Campos,ESPADARTE,M,Especial,ABANDONADO PERMANENTEMENTE,9/29/02 0:00,Público
7-PIR-22-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,ARRASADO,2/20/84 0:00,Público
7-SZ-211A-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,1/14/82 0:00,Público
2-ANP-3-BA,,BA,São Francisco,,T,Estratigráfico,ABANDONADO PERMANENTEMENTE,10/9/13 0:00,Público
9-MRL-148D-RJS,Petrobras,RJ,Campos,MARLIM,M,Especial,ABANDONADO PERMANENTEMENTE,5/17/01 0:00,Público
9-MRL-174D-RJS,Petrobras,RJ,Campos,MARLIM,M,Especial,ABANDONADO PERMANENTEMENTE,6/25/05 0:00,Público
1-PML-1-RN,Central Resources,RN,Potiguar,PONTA DO MEL,T,Pioneiro,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,3/28/87 0:00,Público
7-RP-7-ES,Petrobras,ES,Espírito Santo,RIO PRETO,T,Desenvolvimento,ARRASADO,4/9/82 0:00,Público
7-RPJ-76D-BA,Petrobras,BA,Recôncavo,RIO POJUCA,T,Desenvolvimento,PRODUZINDO,12/25/12 0:00,Público
9-MRL-186D-RJS,Petrobras,RJ,Campos,MARLIM,M,Especial,ABANDONADO PERMANENTEMENTE,6/22/07 0:00,Público
7-MLS-214HP-RJS,Petrobras,RJ,Campos,MARLIM SUL,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,9/27/13 0:00,Público
7-RO-96-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Desenvolvimento,EM INTERVENÇÃO,3/18/76 0:00,Público
7-RFQ-44D-RN,Potiguar E&P S.A.,RN,Potiguar,RIACHO DA FORQUILHA,T,Desenvolvimento,PRODUZINDO,5/23/10 0:00,Público
7-ET-1229-RN,Petrobras,RN,Potiguar,ESTREITO,T,Desenvolvimento,FECHADO,1/24/11 0:00,Público
7-SA-8H-RJS,Shell Brasil,RJ,Campos,SALEMA,M,Desenvolvimento,PRODUZINDO,1/13/14 0:00,Público
7-FMQ-10-RN,Potiguar E&P S.A.,RN,Potiguar,FAZENDA MALAQUIAS,T,Desenvolvimento,PRODUZINDO,8/14/90 0:00,Público
7-ET-1534-RN,Petrobras,RN,Potiguar,ESTREITO,T,Desenvolvimento,PRODUZINDO,3/5/16 0:00,Público
7-CLD-5-RN,Partex Brasil,RN,Potiguar,CARDEAL,T,Desenvolvimento,PRODUZINDO,8/11/11 0:00,Público
7-ET-1195D-RN,Petrobras,RN,Potiguar,ESTREITO,T,Desenvolvimento,PRODUZINDO,11/14/10 0:00,Público
7-ET-1449-RN,Petrobras,RN,Potiguar,ESTREITO,T,Desenvolvimento,PRODUZINDO,10/13/14 0:00,Público
1-PTX-23-RN,Partex Brasil,RN,Potiguar,,T,Pioneiro,ARRASADO,9/12/10 0:00,Público
1-PTX-2-RN,Partex Brasil,RN,Potiguar,,T,Pioneiro,ARRASADO,10/13/04 0:00,Público
7-GC-12-RN,Imetame,RN,Potiguar,GALO DE CAMPINA,T,Desenvolvimento,PRODUZINDO,3/4/14 0:00,Público
1-ODB-1-RN,Central Resources,RN,Potiguar,,T,Pioneiro,ARRASADO,9/7/09 0:00,Público
7-CAM-435-RN,Petrobras,RN,Potiguar,CANTO DO AMARO,T,Desenvolvimento,FECHADO,3/25/90 0:00,Público
7-PM-17D-RJS,Trident Energy,RJ,Campos,PAMPO,M,Desenvolvimento,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,4/17/85 0:00,Público
7-PRG-55H-RJS,Equinor Brasil,RJ,Campos,PEREGRINO,M,Desenvolvimento,FECHADO,9/11/16 0:00,Público
8-LL-81D-RJS,Petrobras,RJ,Santos,LULA,M,Injeção,PRODUZINDO,11/27/15 0:00,Público
7-BBG-2D-RJS,Petrobras,RJ,Santos,BERBIGÃO,M,Desenvolvimento,PRODUZINDO,12/31/17 0:00,Público
7-PC-22-RN,SPE 3R Petroleum,RN,Potiguar,PORTO CARÃO,T,Desenvolvimento,FECHADO,6/21/15 0:00,Público
7-PM-7D-RJS,Trident Energy,RJ,Campos,PAMPO,M,Desenvolvimento,PRODUZINDO,9/1/84 0:00,Público
7-MRL-22D-RJS,Petrobras,RJ,Campos,MARLIM,M,Desenvolvimento,FECHADO,10/26/92 0:00,Público
7-LL-70-RJS,Petrobras,RJ,Santos,LULA,M,Desenvolvimento,PRODUZINDO,7/17/16 0:00,Público
7-SCR-128-RN,SPE 3R Petroleum,RN,Potiguar,SALINA CRISTAL,T,Desenvolvimento,PRODUZINDO,2/16/15 0:00,Público
9-FR-45D-RJS,Petro Rio Jaguar,RJ,Campos,FRADE,M,Especial,FECHADO,8/2/11 0:00,Público
7-CH-23D-RJS,Petrobras,RJ,Campos,CHERNE,M,Desenvolvimento,FECHADO,12/15/86 0:00,Público
8-LL-14D-RJS,Petrobras,RJ,Santos,LULA,M,Injeção,INJETANDO,9/16/12 0:00,Público
7-SCR-121-RN,SPE 3R Petroleum,RN,Potiguar,SALINA CRISTAL,T,Desenvolvimento,PRODUZINDO,1/19/14 0:00,Público
8-PRG-13D-RJS,Equinor Brasil,RJ,Campos,PEREGRINO,M,Injeção,ABANDONADO PERMANENTEMENTE,2/23/12 0:00,Público
9-BRSA-1016-SPS,Petrobras,SP,Santos,BAÚNA,M,Especial,INJETANDO,1/5/12 0:00,Público
7-EN-55-RJS,Trident Energy,RJ,Campos,ENCHOVA,M,Desenvolvimento,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,4/22/08 0:00,Público
4-BRSA-946-SPS,Equinor Brasil,SP,Santos,,M,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,5/31/11 0:00,Público
7-GP-8D-RJS,Petrobras,RJ,Campos,GAROUPA,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,3/6/78 0:00,Público
4-MAG-22-RN,Petrobras,RN,Potiguar,MONTE ALEGRE,T,Pioneiro Adjacente,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,11/21/96 0:00,Público
7-CP-196-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,ARRASADO,9/6/71 0:00,Público
7-FI-72-BA,Petrobras,BA,Recôncavo,FAZENDA IMBÉ,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,4/1/84 0:00,Público
7-CP-1164-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,DEVOLVIDO,12/22/87 0:00,Público
7-CAM-1274D-RN,Petrobras,RN,Potiguar,CANTO DO AMARO,T,Desenvolvimento,PRODUZINDO,2/28/10 0:00,Público
1-LS-2-ES,Petrobras,ES,Espírito Santo,LAGOA SURUACA,T,Pioneiro,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,5/24/81 0:00,Público
3-MGP-2-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Extensão,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,3/17/85 0:00,Público
3-BRSA-740-ES,Petrobras,ES,Espírito Santo,PA-3BRSA523ES-ET-T-381-ES-T-390,T,Extensão,DEVOLVIDO,6/23/09 0:00,Público
8-MRL-28D-RJS,Petrobras,RJ,Campos,MARLIM,M,Injeção,ABANDONADO PERMANENTEMENTE,1/19/93 0:00,Público
9-FR-53i-RJS,Petro Rio Jaguar,RJ,Campos,FRADE,M,Especial,ABANDONADO PERMANENTEMENTE,5/11/13 0:00,Público
7-PM-25D-RJS,Trident Energy,RJ,Campos,PAMPO,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,9/9/86 0:00,Público
3-PG-3-RJS,Perenco Brasil,RJ,Campos,PARGO,M,Extensão,ABANDONADO PERMANENTEMENTE,2/20/78 0:00,Público
1-STAR-27B-BA,SHB,BA,Recôncavo,,T,Pioneiro,ARRASADO,8/23/12 0:00,Público
3-BAS-108-BA,Petrobras,BA,Camamu,SARDINHA,M,Extensão,ABANDONADO PERMANENTEMENTE,3/30/94 0:00,Público
7-RO-105HP-RJS,Petrobras,RJ,Campos,RONCADOR,M,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,10/8/12 0:00,Público
7-CAM-836-RN,Petrobras,RN,Potiguar,CANTO DO AMARO,T,Desenvolvimento,PRODUZINDO,10/12/02 0:00,Público
7-GMS-2-RN,Petrobras,RN,Potiguar,GUAMARÉ SUDESTE,T,Desenvolvimento,PRODUZINDO,5/10/17 0:00,Público
4-OGX-111-MA,Eneva,MA,Parnaíba,GAVIÃO BRANCO,T,Pioneiro Adjacente,FECHADO,5/14/13 0:00,Público
7-ARG-448-RN,Petrobras,RN,Potiguar,ALTO DO RODRIGUES,T,Desenvolvimento,PRODUZINDO,12/7/94 0:00,Público
7-FP-15-RN,Petrobras,RN,Potiguar,FAZENDA POCINHO,T,Desenvolvimento,PRODUZINDO,12/17/82 0:00,Público
3-GPN-3-RJS,Petrobras,RJ,Campos,GAROUPINHA,M,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,8/23/85 0:00,Público
7-GVB-9D-MA,Eneva,MA,Parnaíba,GAVIÃO BRANCO,T,Desenvolvimento,FECHADO,4/26/15 0:00,Público
7-CP-1945D-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,INJETANDO,12/17/13 0:00,Público
9-CP-732-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Especial,FECHADO,4/17/83 0:00,Público
7-CP-1914-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,10/28/12 0:00,Público
3-SZ-7-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Extensão,FECHADO,1/17/68 0:00,Público
1-DEV-4-RJS,Petro Rio O&G,RJ,Campos,POLVO,M,Pioneiro,ABANDONADO PERMANENTEMENTE,7/18/04 0:00,Público
4-BRSA-971B-SPS,Equinor Brasil,SP,Santos,BACALHAU,M,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,12/29/12 0:00,Público
7-PRG-6H-RJS,Equinor Brasil,RJ,Campos,PEREGRINO,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,5/30/11 0:00,Público
3-BRSA-1054D-RJS,Petrobras,RJ,Campos,MARLIM LESTE,M,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,9/11/12 0:00,Público
7-SER-39D-RNS,SPE 3R Petroleum,RN,Potiguar,SERRA,M,Desenvolvimento,PRODUZINDO,3/6/14 0:00,Público
7-POL-17H-RJS,Petro Rio O&G,RJ,Campos,POLVO,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,5/3/09 0:00,Público
1-OGX-25-RJS,Petro Rio O&G,RJ,Campos,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,12/25/10 0:00,Público
7-PRG-48H-RJS,Equinor Brasil,RJ,Campos,PEREGRINO,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,7/15/15 0:00,Público
3-BRSA-694-SPS,Petrobras,SP,Santos,BAÚNA,M,Extensão,FECHADO,1/8/09 0:00,Público
